reviewId,content,score,at,Label
8222efb0-856e-46d9-97a5-d2cb338fe3f4,"Review jujur yak ini : positifnya: lagu2nya enak pol banyak yang Collab pula kek idol,naruto,one piece(movie,series),AoT,5 kembar, re zero,dll (aku aja Ampe kaget wkwkw) , bansos banyak ok, gacha ya ada rate-nya itu pun 50 dijamin B5 (bisa dibilang bagus kok,GK ampas bngt) cuman sering double gitu aja keselnya:( , minesnya: 3D nya itu2 aja hehe kurang banyak (kebanyakan no mv), poni rambut kurang detail GK gerak kek nempel dijidad wkwk , bajunya kek sama semua krg kreatif😭bosenin....itu aja sih",4,2025-04-30T12:38:42,Positif
3a88aad0-f0ed-426d-bd9f-81bed1d143ba,saya kena bug parah voice cibinya plus map nya ilang Hitam semua setelah di update malah blank ga ad gambar 3Dnya hitam semua nya untung masih bisa buat mainnya tolong dong di perbaiki,1,2025-04-29T11:20:28,Negatif
48fee146-3313-49ed-824b-f87f7dc95983,"The game is really bad, if you press it right, it will miss. If you make a slight mistake, the combo will go straight to 1 again. It's really tiring, you know. Please fix it..!! In fact, it also takes a really long time to load!!!",3,2025-04-29T10:37:01,
86458fb4-9451-4695-93ae-fd3c0d420798,tolong perbaiki black screen,4,2025-04-29T07:54:34,Positif
758b70f5-62f4-4dbe-8ccb-ec722e5a9d81,"semua konten udah ke download semua, tapi waktu di interface nya malah black screen. padahal kondisi game nya masih berjalan normal dan masih di mode tutorial, cuman ntah kenapa gak ada interface nya(black screen).",2,2025-04-28T18:28:39,Negatif
73af427a-2c68-4056-96ab-1b1a944cc837,"apalah layar hitam semua nggak ada yang bisa dipencet padahal udah download full data, game aneh satu kata untuk developer tolong diperbaiki bug nya terimakasih 🙏",1,2025-04-26T16:33:37,Negatif
6bd91aea-55d2-4fa1-bdad-86abdd60cbbc,sayang bangt di device saya sebagian texture hytamm. kocak kocak.😂,2,2025-04-26T10:31:48,Negatif
73251929-3b9d-4be7-8f71-0d56621deed4,mantap,5,2025-04-25T15:26:21,Positif
c4ad1d18-34a4-4354-8969-0ef8efe6cf4b,"background kecuali UI nya gelap tidak ada gambar, tolong diperbaiki",2,2025-04-25T10:19:38,Negatif
7a825947-7839-4df8-823f-0b1b65d31e70,"seni tidak dapat dideskripsikan, bintang berbicara",5,2025-04-25T06:57:03,Positif
0bbe750d-0581-46ad-8e81-c5b843010f55,Gem bagus bgt pdahl cumn sayang servernya AMPAS BANGET !! Hrs bgt pke wifi. Pake data ampas srng disconek mlu ditendang ke titel screnn asu! Dan lg banyak bug juga. Aslinya gk niat ni yg ngurus game.,3,2025-04-25T05:39:12,
71223af2-656f-43a8-9f29-98cefcf5997f,"cape beut dah udah 4 kali ilang akun gara gara bug ,devvv mohon fixxxxx",5,2025-04-25T00:19:38,Positif
c60f38ea-36a2-4914-aeed-a9ac3a238e8f,background sama karakter nya hilang semua....,1,2025-04-23T22:59:35,Negatif
bdd636dc-4f92-495f-a9ed-cab7efdf7c0f,appnya tidak bisa bind akun langsung ke google/dsb jadi akun yang lama akan hilang.harus buat akun baru lagi,4,2025-04-23T14:28:10,Positif
eb32c760-703d-4555-a90d-58dc90932ac9,happy birthday Bang Dream! May you always be successful and compete with other games,5,2025-04-23T10:13:12,Positif
8d1c66f7-918a-4f03-98ee-9c02e8c3affe,kangen gw bang dream dari dulu maeikan,5,2025-04-22T12:04:58,Positif
db54b917-911f-4da0-8f35-92ce3bcde1d7,tolong perbaiki bug blackscreen udh 2 bulan gw cuma lihat layar hitam doang😹,2,2025-04-21T08:27:30,Negatif
e46b7a2b-8ee7-48ff-8015-f8810f7bf15e,game nya sih bagus cuman ada bug yaitu black screen. ada yang sama juga kah?,5,2025-04-20T12:11:16,Positif
9520ed58-0ef7-416c-a344-d445bcbc88f9,seru,5,2025-04-20T10:33:45,Positif
b6f45536-d144-4b11-8997-66280705ecc0,masa pas di awal game pas ada tombol tap to start gk ada yang ter jadi apa kemungkinan bug ya??,1,2025-04-20T10:31:42,Negatif
79940557-1bb3-48c4-b61d-80d479b28765,Main di Advan sketsa 2 black screen 😭😭,1,2025-04-19T14:47:29,Negatif
ea47439a-1f39-4f87-a533-3644bfc80caf,adain fitur searching lagu nya min,3,2025-04-19T12:46:59,
38939d1d-b022-442b-b5b3-d9ef97be3e04,kok gak bisa mainnya? gak bisa login,2,2025-04-18T15:13:33,Negatif
b858a66b-1116-4f16-af1e-0b733059bf9f,"seruuu, cover nya juga banyak tapi belum kebiasa, darahnya tipis banget njir. butuh penyesuaian dlu nih",5,2025-04-17T12:50:42,Positif
dbb6770b-c5d4-4d56-a3f4-571363f3050f,"whats wrong with this game, when i can play normally makin kesini makin rusak aja ni gem, dasar gem sampah",5,2025-04-16T12:20:18,Positif
9ce31a17-bf33-432c-98fd-a2af5ca281a2,Setelah update koneksi gagal mulu kgk bisa masuk game,5,2025-04-15T12:51:22,Positif
71e3a13e-e110-4d98-8fff-601676ba33aa,"Bagus sih, but...ada beberapa kendala pas main, misalnya loading nya tuh lama banget, aku juga gtw ini hp ku emg kentang ato game nya",4,2025-04-15T09:14:53,Positif
d3a83d97-8b86-4032-8dfd-a15a3adabe0c,why does the unstable network notification always appear? my network signal is fine,2,2025-04-15T05:38:06,Negatif
911005fd-8caf-4c3b-a10e-5d9dfe62495d,nice,5,2025-04-14T14:33:58,Positif
fe1dbf3a-0713-4d92-abbd-f64ac0ead421,kyahaaaa sukaaa>\\<,5,2025-04-14T08:10:32,Positif
8a4ca75f-e084-4713-bbf2-4cc54821542c,"Gamenya bagus cuy, lagu original dan covernya banyak banget sama enak di dengar buatku. Aku juga suka desain karakter-karakternya, pada lucu, cantik, sama keren bet. Aku fans RAS dan karakter kesukaan aku LAYER, hehe 😁. Yang jadi masalah tuh kadang loading di main menunya lama dan nggak ada suara dari karakternya padahal udah sampai di download suaranya. Entah mungkin hp aku doang yg gitu atau emang dari sananya, semoga ini di perbaiki.",4,2025-04-14T07:47:16,Positif
4a9c1b7f-7155-43ea-adf3-ccf715ceb1b4,kenapa pas aku pencet tap to start kok GK bisa masuk game nya ya,1,2025-04-13T13:56:36,Negatif
82b13bb0-3720-49c5-9bf5-a8ce0801bd9f,"saya awalnya bermain game ini lancar dan bagus saja, semuanya ok, tapi kadang saat akan memencet note nya tiba-tiba macet dan alhasil tidak tertekan dan menjadi miss, padahal jaringan saya Wifi, dan saya sempat tidak membuka game ini selama beberapa bulan, dan saat saya kembali bermain, layar menu masih bergambar hanya saja saat masuk layar hitam semua, hanya ada tombol seperti gacha,main story,dll,suara karakter ada tapi gambar tidak ada, saya mencoba download ulang tapi hasilnya sama saja",4,2025-04-13T08:27:07,Positif
7849c0a0-447a-474b-931d-3ef9dcaeb141,why it turn black screen and i only see the ui. android 13 problem?,1,2025-04-12T14:07:37,Negatif
84616a25-f33c-4246-baa7-d6151867bf5c,"Tidak banyak kendala yang dialami. Diberi banyak hadiah gratisan dah itu sangat membantu. Kendalanya hanya saat multi live sering lama, mungkin playernya dikit yang main. Secara keseluruhan bagus dari grafik, background, musik, dll. Kembangkan kembali game ini agar semakin bagus.",5,2025-04-11T18:02:04,Positif
327b3b4f-484f-4d15-9ad0-7284931c1beb,"Tolong developer perbaiki bug ini, kenapa di game saya black screen dan gak ada background map-nya, jadinya saya ngestuck di gamenya, pliss perbaiki bug nya 😢🙏",1,2025-04-11T11:55:24,Negatif
28425834-39ad-4045-ba13-7172b98c40ff,"game nya bagus and seru jugaaa, tapi makin kesini kok makin banyak yaa bug nya? aku uda main cukup lama, ratusan hari and aku juga udah rank 127, tapi kok kenapa ya home screen nya black screen? seperti kalau mau liat cerita gitu, engga ada apa-apa cuma black screen, tapi masi bisa di pencet-pencet story nyaa. Ini aku baru download ulang karena aku kira hp aku yg bermasalah, ternyata memang dari game nya. Ini juga kok Live Screen aku jadi black screen yaa? tolong perbaiki masalah ini",3,2025-04-11T09:06:57,
da531830-3b38-4b70-8893-736cf2ddd42f,"When I want to play, after selecting a song and in the selection char, when I tap start, a notification appears that the connection failed and I have to log in again. After that return to the main menu, please fix that problem",1,2025-04-10T09:27:20,Negatif
46b82bd5-ddbb-423b-b2a6-56895debfd79,i need ave mujica,5,2025-04-10T09:10:32,Positif
1d0ddf36-1504-4d2a-ad02-d5f5b5f71c6c,"Gamenya bagus dan seru kalau di HP, cuma kalau dimainkan di emulator entah kenapa saat slide yang berbelok itu tiba tiba tombolnya tidak kebaca, kalau bisa diperbaiki ya, entah kenapa tombolnya itu lebih susah dari pada game project sekai",3,2025-04-10T08:25:40,
2a905d11-7d78-4517-b6d3-aee8919e2473,nyari tim nya sekarang lama.,2,2025-04-10T04:27:07,Negatif
0f999730-d89f-4764-b056-7cc642788900,"so, aku sudah download. lagu nya bagus kok banyak lagi, tapi layar nya hitam, teks nya ada suara nya juga ada tapi layar nya full Hitam. jadi gak bisa lihat apa yang di belakang, apalagi pas bagian cerita. itu saja sih kendala nya",3,2025-04-09T07:01:00,
6a7822e8-4b55-4666-b8c6-41a1cfe78235,kenapa kaga bisa selesai downloadnya yah,3,2025-04-09T03:00:14,
c9ae81e4-0352-435b-949a-1158a09428ab,Dari awal main bagus-bagus aj gamenya seru dan ga bikin bosan tapi kok pas di update lobby nya jadi black screen yah?? udah gitu ga bisa pencet apa-apa ngulang game berkali-kali juga sama aja gamenya g bisa di mainin,1,2025-04-09T01:19:00,Negatif
df7f7a64-7539-458d-ac50-78fed5dbca52,perbaiki bug nya gem apa ini baru main 2 tutorial langsung ngebug cuma layar hitam doang pencet kembali gak bisa karena masih tutorial,1,2025-04-08T13:21:51,Negatif
a7127fff-c02d-46b5-9172-fccb5ac0a260,"wahai bushiroad, jadi gini cuk. itu kenapa loby jadi black screen semenjak update. ayolah bro, segera fix bug nya. GK bisa interaksi karakter, di tambah kalau ngeliat story beh itu kayak orang buta ngeliat televisi. please lah, fix bug nya oke.",5,2025-04-08T12:34:53,Positif
c3f0cb30-f53b-41af-9686-2d9d0678fab9,"bagusssss, suka deh",5,2025-04-07T13:47:05,Positif
5928e412-b9e8-48d6-81df-fc73c61f7632,bug voice hilang,1,2025-04-06T01:31:28,Negatif
fdeab2ca-56df-462a-9c2f-cbe04eb6f729,"I can't log in, I'm stuck on the intro and can't do anything, and I'm asking for help to fix it ASAP",1,2025-04-05T12:42:29,Negatif
51162cf6-44ca-4edb-bb39-d7f73bf57e72,"Ini game ato apa? , gimana cara mainnya coba klo ga bisa masuk? , apcb malah ngestuck di loading screen, pas mencet start ada tulisan now loading, trus pas udh ilang ku pencet lgi malah ga bisa masuk ama mencet apa-apa , BARU DOWNLOAD LOH LANGSUNG NGEBUG, udah masuk ulang berkali-kali msih g bisa, padahal memo msih banyak + wifi lancar bgt, mending lngsung di uninstall aja udh, kocak baru download lngsung bug parah",1,2025-04-05T12:12:56,Negatif
238fa1dd-4a70-4347-a074-c7dbf8b398f8,"Menurutku game ini semua dah oke TERUTAMA COLLAB LAGUNYA BIKIN SHOCK GK NYANGKA BANYAK BNGT YG TERKENAL2 GG BANGET SUER gk kyk game h.miku:( , cuman yang jadi permasalahannya : loadingnya lama bet pas mau login ( cari mabar bareng juga susah banget dan lama banget-> apa karena pemainnya dikit?gtw deh ), kalau bisa karakternya poninya goyang dong klo lagi gerak2 kek nempel di jidad/dahi gitu😭:( , lagu 3D nya tambahin lagi klo bisa collab ada 3D nya. Plusnya gachanya ada garansi & bansosnya bnyk",4,2025-04-05T05:59:13,Positif
7f7e2dcb-9e24-479e-b2fd-b76bbb999746,vro why i got stuck on loading screen,1,2025-04-05T03:20:22,Negatif
70222952-1dbf-497d-ab4b-a5c1a149d625,"hey good game. but one thing though. i got a 4 star Eve character, when I want to place her on the band, the game just glitched and always returning to title. i dont know how, and i dont know if it was only me who got this problem, but please fix it. but overall, good game! (the gachas are not that bad).",5,2025-04-04T12:31:06,Positif
fea4ffc0-bd95-4858-bca8-c44e7b30b254,"tolong di perbaiki, saya newbie dan saat mengikuti arahan dari game nya hanya terjadi layar hitam saja, dan tidak menampilkan dialog nya.",1,2025-04-04T10:28:30,Negatif
0a6598c2-2e10-4102-827c-200223374332,"parah bug nya, gambarnya hanya blackscreen",1,2025-04-03T16:31:34,Negatif
08e11841-af9b-4348-9ae5-4d2a1427f153,"bangggggg ini tolong saya mau main ko gbsaa masuk yaa, ngebig udh di tap loading trs tiba tiba ebrenti tpi bisa dipencetr, ho mah lancar jaringan pun lancarr udah ku coba hapus data/cache nya sama ajaa ttp gituuu kenapaa woii pen mainin guaaa",1,2025-04-03T13:12:21,Negatif
e0028b09-2068-48a3-9b41-03c7bc40b37a,Bagus bgt berikan aku b5 terus yaaa,5,2025-04-03T12:21:21,Positif
f18f903c-83e4-41da-9d86-d2dc0a5d949f,"baguss gamenya, cuma ada sedikit keinginan yang saya ingin sampaikan ke pihak developer yaitu terkait dengan penambahan bahasa Indonesia di gamenya , karena kita orang Indonesia banyak yang main dan ingin lebih paham dengan story nya jika ada bahasa Indonesia, mohon bantuannya terimakasih",5,2025-04-03T11:01:10,Positif
e87eb435-aeb5-456d-86ae-39af52ecfef5,nice sing,5,2025-04-02T18:08:19,Positif
f1925c8d-f571-498a-aced-e9ff7a47dd9d,"awalnya bagus bagus aja, tpi waktu login bandori tiba tiba jadi blackscreen.. jujur kesel bgt sama blackscreen karna ngga bisa lihat story apalagi story event... akun saya jdi hilang gara gara cari masalahnya 🙂😔 tolong bener bener di perbaiki ya developer",2,2025-04-02T15:59:50,Negatif
74df0bda-fe92-43ae-bd87-2d053c992401,"ini gamenya kenapa ya?, kok punya gw black screen dan sering force close",2,2025-04-02T06:24:59,Negatif
12ad7467-04b9-491d-b453-5c9c7df18a52,"recomended bangett,tapi tolong diperbaiki error nya lagi karena selesai aku download, karakternya nya gak ada dan layar nya hitam jadi kalo main jadi gak enak karena gak ada karakternya. mohon diperbaiki ya",5,2025-04-02T04:03:24,Positif
3e68ba1d-d18b-4d47-b6c1-46779ba2caad,awal nya g terlalu seru tapi pas trus di mainin malah ketagihan jir 😋,5,2025-04-02T03:22:49,Positif
108aa242-48a4-48b9-9aa7-dcfdf849aaa6,good game,5,2025-04-01T09:55:38,Positif
b9ec001e-e8d2-4b6b-b66b-622b11fc7440,"Saya ngalamin bug yang sangat meresahkan, voice dalam game hilang semua padahal data voice nya udah ku download semua. Kayak, intro game gada suara, pas gacha gada suara, mau main yang live itu malah ngga mulai (alias, stuck di intro doang, dipencet note nya pun ngga bisa) Berasa game hening aja, padahal baru aja download lagi setelah lama aku hiatus dari ni game. Mau download ulang data tuh males dan buang-buang kouta (di rumah gada wifi atau semacamnya, jadi apapun itu cuma bisa pake kouta)",1,2025-03-31T12:07:40,Negatif
89f11521-7ce1-4dc4-a3ef-4a8ab89a889f,tampilan lobinya hitam semua,1,2025-03-31T04:49:45,Negatif
8fac3306-f73e-4053-8b3e-136e341fb07a,why is the lobby blackscreen?,2,2025-03-30T05:58:29,Negatif
a46fec77-c0a9-4941-bc7a-461695c95d03,"The lobby is just black like black screen except the UI, gameplay background also just void, and I cant finish the tutorial. I hope there will be an update ASAP.",3,2025-03-29T01:07:00,
c8c82871-47b2-4d27-b98b-d7f891bcc64c,"tdk bisa memulai permainan. selalu muncul ""Connection Failed""",1,2025-03-28T11:26:35,Negatif
f66ee1d7-8a03-4fa1-bcc3-9ff0a91c62a7,"baru jga pen coba maen, udah black screen aja",2,2025-03-28T11:22:24,Negatif
73d8e579-3684-407d-b3b1-a4c8fda22e80,bagus bet tapi punyaku ada bug nya dikit sih tapi gak apa masih bisa lah di main kan 👍👍,5,2025-03-28T08:43:25,Positif
e0b493b1-8fc7-4ed2-a44a-09254103a62b,"Bagus, tapi aku gabisa bisa free live, katanya masalah jaringan Mulu perasaan baik baik aja main multi juga lancar :(",2,2025-03-27T12:52:49,Negatif
0c622e52-fefb-4f33-be02-ac36b090a1fa,hoax mulu nih En dori,1,2025-03-26T12:33:32,Negatif
be79dd6a-a58e-4562-8ba2-fe360a125c2a,"game nya udah bagus semua, cuman ini suka ngestuck ditempat beranda mau masuk game nya. lama banget padahal internet lancar",3,2025-03-25T14:55:54,
1876e1ae-a907-4ec4-9d18-9dba8affeeab,ini adalah game kesukaan ku dan akhirnya ada di play store tapi maaf banget kalo aku cuman kasih bintang 1 soalnya kenapa yah pas Mau masuk gak bisa gitu aku.aku gak ngerti cara masuknya gimana udah aku coba berkali-kali kok tetap aja bingung jadi jadi tolong benerin yah terus kalo bisa teks yah bahasa indonesia gitu,1,2025-03-25T14:29:19,Negatif
cfaebd02-7488-4761-9528-fdd797833ab7,"game nya bagus banget character nya cantik-cantik, lagunya juga banyak pokoknya seru deh(◍•ᴗ•◍)",5,2025-03-24T22:35:39,Positif
cdfcb6d2-b639-47e8-a46c-f8af2dde6c5b,"saya kasih 2 bintang dulu. Soalnya setelah di update kok malah blackscreen? sebelumnya oke oke aja. Saya bingung sebenarnya mungkin hanya karena ponsel saya yang lag, log out terus log in lagi. Ternyata hasilnya sama aja. Kukira saya doang, ternyata ada juga yang kena selain saya. Pls min, di perbaiki atau kasih saran.",2,2025-03-24T02:23:17,Negatif
223e57d5-c19c-44d8-a0ef-08f24dde4b02,"Game ini semakin buruk, banyak sekali bug yang ada. Ketika login layar lobby jadi hitam. Ketika gacha malah cuka keluar game sendiri. Tolong untuk segera diatasi karena ini sangat menggangu. Dari segi gameplay masih bagus dan tidak terlalu sulit. Hanya bug saja yang terasa mengganggu.",3,2025-03-22T04:10:45,
ae81eefa-398c-4cde-b7ec-602cc1aa6d46,bagus sih nih game cuman device gw yah begitulah kentank lag brader,5,2025-03-21T19:55:07,Positif
2babb811-133e-44d5-ba97-e90973d3f98f,"Cape!!, game nya dari sisi manapun bagus. Tapi login tuk masuk tidak bisa, saya masuk ke gamenya ternyata loading nya ngestuk di 65 atau 28 ngeselin bgtt",1,2025-03-20T20:33:17,Negatif
8ba1795a-12d8-4b37-ba80-1c9796f5171d,sekarang gamenya terlalu berat jadi sering keluar sendiri,3,2025-03-20T17:22:44,
faf84e4d-69a6-4c64-9c8b-42a52e22bc33,game rajin ngasih event + Collab wkwk,5,2025-03-19T21:38:27,Positif
7c2e9ddb-99a5-47b4-a2b7-609ae411fef8,setelah di update kok malah black screen sih pdhl awalnya baik baik saja 😭,1,2025-03-19T17:36:57,Negatif
5c288eef-235f-4b74-9183-25d0400f9d4e,Pendapat saya kalau lg matchmaking bisa kita atur mau pake profile animasi atau tidak timnya karna bisa bikin lama loadingnya,3,2025-03-18T23:35:09,
f56ec63c-a801-4d06-a516-9f9067a998ee,"Game yang menarik, hanya perlu kurang lebih 5 menit main tiap lagunya. Minusnya butuh 30 menit lebih buat matching/mabar sama orang-orang😴",3,2025-03-18T23:04:42,
a87fb401-e8a2-4f61-80ef-3c7e7477610b,Nice game,5,2025-03-18T12:55:46,Positif
a3d4efd4-a906-4384-93e9-6aa5834f0da1,"Kenapa Setiap Aku Ingin Memulai Live pasti Akan ""Connection failed"" Padahal Jaringan ku semua nya aman, Pakai Wifi pun sama",3,2025-03-18T00:02:46,
1c871b1e-aa6c-41cc-acc7-61758fde64aa,"Fix the bug thanks, i Will change my rate.",1,2025-03-17T17:30:55,Negatif
45b0abed-01a3-43aa-a8fb-4a2fa8fc9064,"Tolong soal masalah jaringan di perbaiki lagi, setiap mau login disconnect mulu.",4,2025-03-17T12:57:03,Positif
ef0687f4-db5e-4b81-b099-32f142e9c9f7,"Gamenya bagus2 aja diawal main kan, banyak bansos jugaa, pas lama kelamaan main nih game jadi kek rada rusak gamenya, contohnya kek jadi black screen lah, terus setiap aing mau gacha langsung keluar sendiri, gimana mau kesel kan... mana gachanya ga dapet, percuma buang2 star nya weh. sering bet ngalamin kek gitu, buat developernya mohon atasi masalahnya ini yah... ntar kalo dibiarin makin menjadi. Sekian ^^",4,2025-03-17T11:31:27,Positif
faabf8ae-9500-4466-8611-c40ac7f729ca,"Game nya baguss!, tapi tolong perbaiki glicth ataupun error, karena saat syaa login bandori tiba tiba layar nya menjadi hitam(black screen). Walau sudah saya hapus dan download lagi tetap saja layar nya hitam *Saya sekarang sedang mencoba memperbaiki akun bandori saya agar kembali normal*",4,2025-03-17T09:41:52,Positif
6569c13e-3913-403f-ac09-b394122d73ca,"I experienced a bug where the lobby screen turned black and was completely invisible and I had a hard time playing it, so I hope the developer can fix this bug. Thank you.",1,2025-03-16T16:41:19,Negatif
a53aa6aa-e2df-4276-8ab2-9f0e2720dd6a,bagus.,5,2025-03-16T10:01:57,Positif
2ee414d7-301e-4d20-bae2-567d9ca198c6,"gamenya bagus game play juga seru variasi musiknya juga banyak tapi kenapa sekarang malah menjadi black screen sebelumnya baik baik saja, setelah saya coba copot aplikasi dan pasang lagi masih sama saja, tolong perbaiki black screen nya",3,2025-03-16T06:52:08,
3f3ab68c-7428-46cd-8474-02114a9bd668,Ahhh... Gada basa indo🗿,5,2025-03-16T06:47:19,Positif
b725f7b1-dc75-49d2-a14e-1d0e3a5fb25b,"Ini game nya kenapa? , padahal waktu itu layar nya masih layar kek biasanya , tapi kok baru baru ini layar nya jadi blackscreen, kalo misalnya device gak kuat , gak mungkin, soalnya gw mainin game yg lebih berat biasa aj , tolong ya , akun ku udah ilang 2x , aku gak mau hapus lagi ni game terus ilang akun lagi",2,2025-03-16T02:17:51,Negatif
fc0fc78e-d04e-42a8-b6b2-7a1e3097a491,"untuk segi gameplay sudah bagus,tetapi ada juga fitur-fitur tambahan yang oke, terdapat sebuah bug yang sangat saya kecewa yaitu dimana latar dari lobby game""layar hitam""yang membuat saya sangat tidak nyaman bermain.selain itu,terdapat fitur mengaitkan akun yang tidak jelas dimana saya saat mengaitkan akun dan mengunduh ulang bukannya masuk ke akun lama malah membuat akun baru dan saat saya coba sambungkan akun lama,malah mengaitkan akun baru,tolong diperbaiki terima kasih",3,2025-03-15T09:15:27,
9c9ae002-2376-4d85-bc2c-2f6e6c4004aa,Background Lobby Black Screennnnn setelah update!!!!!!!!! Black screeeennn!!!!!!,1,2025-03-15T07:18:22,Negatif
6ea21ee4-30c1-4119-96ea-7bc917412d5a,"eh cok ni kok black screen woi, lobby ny black screen, bagian gacha nya juga black screen, bagian Live ny juga, gmn ini bjir.",2,2025-03-15T04:22:47,Negatif
94691537-2eee-4c90-84a0-8cddaf8fdb0a,Tolong kepada bang dream kenapa setelah update malah black screen?sebelumnya mainnya lancar.,1,2025-03-14T15:26:39,Negatif
cfc66ccc-68c3-4f74-8297-bdd4aba97eff,"bang ini gimana bang,game gw ngebug background lobby black screen,jadi gw mau beli item di studio itu cuma liat hitam doang tapi masih bisa dipencet,tulisan free live keliatan tapi background itu full hitam,bahkan saat iteraksi characternya itu cuma teksnya doang yg keliatan yang lainnya hitam doang,solusi dong ini gw udah uninstall download lagi masih ngebug",4,2025-03-13T23:31:28,Positif
009b5b13-03ca-419c-8968-4ee2fa5959e9,Malah black screen tloll,1,2025-03-12T14:38:49,Negatif
21158e74-3474-4c4c-9690-c303507ed97f,Game nya seru :),5,2025-03-12T11:05:30,Positif
532483f0-dcb4-40ef-9961-2e97d4e64d2d,"Secara game play dari ui sampai musik dan cara bermain saya suka. Bagus menghibur dan menantang. Tapi, di beberapa waktu bug bug masih mengganggu. Ga masalah karena gm cepat tanggap untuk fix. Dan sampai sekarang saya masih main.",5,2025-03-11T14:37:02,Positif
e8d07042-aeb2-4057-b98b-f4dd6132707f,"Baru main game ini disuruh download sebesar 2GB, saya download menggunakan kouta, namun setiap unduhan berjalan 29% selalu muncul tulisan error dan saya selalu kembali ke halaman utama game tapi untungnya unduhannya tidak terulang",3,2025-03-10T21:27:32,
72c5cac6-c484-4bcc-b36d-7548289862b3,why did my account disappear?! my character was already really good😭 please change the login to email like other games!!!!!!,1,2025-03-09T20:10:43,Negatif
